Image ID,Image.name,Annotation status,Points,AcrCerv,AcrPalm,AgAga,AgTen,AgUnd,BL_OrbFav,BORB,CoNat,DiplLab,FaviaFrag,MontaCav,OrbAnn,OrbFav,OrbFrank,PorAstr,Por_branch,PorPor,PseuCliv,PseuStrig,Siderastr,SidSid,ANEM,Feat_dust,GORG-BRI,Gorg_Fan,Gorg_Plume,Gorg_Whip,Hydra,Millepora,PCAR,Spong_Crus,Spong_Erec,Spong_Glo,Film_Sand,Sand,Bare_Rock,CCA_LR,Cyano_HR,Cyano_LR,Cyano_RBL,Cyano_Sand,Debris,ACA,Brown_Enc,Brown_UFM,CCA_HR,CCA_RBL,Dictyota,EAM_HR,EAM_LR,EAM_RBL,Green_UFM,Halimeda,Lobophora,Mac_matrix,Red_Enc,Red_UFM,Sargassum,Ulva,SyrFil,ThalTes
6097694,BZE2025_CBC_FOREREEF_T3_Q10_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,44,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
6097685,BZE2025_CBC_FOREREEF_T3_Q1_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,4,0,0,16,8,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0
6097686,BZE2025_CBC_FOREREEF_T3_Q2_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,24,0,16,0,12,12,12,0,0,8,0,4,0,0,0,0,0,0
6097687,BZE2025_CBC_FOREREEF_T3_Q3_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,16,4,12,0,0,8,0,0,0,24,0,0,0,0,0,0,0,0
6097688,BZE2025_CBC_FOREREEF_T3_Q4_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,4,0,0,0,0,0,20,0,36,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
6097689,BZE2025_CBC_FOREREEF_T3_Q5_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
6097690,BZE2025_CBC_FOREREEF_T3_Q6_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,8,0,4,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
6097691,BZE2025_CBC_FOREREEF_T3_Q7_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,8,0,0,0,4,16,24,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
6097692,BZE2025_CBC_FOREREEF_T3_Q8_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,4,8,0,0,32,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
6097693,BZE2025_CBC_FOREREEF_T3_Q9_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,4,0,0,20,0,0,0,4,0,0,0,40,0,0,4,0,0,0,4,0,0,0,0
6097704,BZE2025_CBC_FOREREEF_T4_Q10_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,28,0,0,24,4,0,0,12,0,0,0,4,0,0,0,0
6097695,BZE2025_CBC_FOREREEF_T4_Q1_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,4,4,0,16,0,0,24,0,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0
6097696,BZE2025_CBC_FOREREEF_T4_Q2_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,20,28,0,0,0,0,4,0,0,0,0,0,0
6097697,BZE2025_CBC_FOREREEF_T4_Q3_R.JPG,Confirmed,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,0,0,0,4,4,0,0,0,0,0,0,4,16,4,16,0,0,12,0,0,0,0,0,4,0,4,0,0,0,0
6097698,BZE2025_CBC_FOREREEF_T4_Q4_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,8,0,8,0,0,8,56,0,0,4,0,0,0,0,0,0,0,0
6097699,BZE2025_CBC_FOREREEF_T4_Q5_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,36,0,0,0,0,0,0,0,0
6097700,BZE2025_CBC_FOREREEF_T4_Q6_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,4,4,4,4,16,0,0,12,12,0,4,4,0,0,0,0,0,0,0,0
6097701,BZE2025_CBC_FOREREEF_T4_Q7_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,12,0,56,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0
6097702,BZE2025_CBC_FOREREEF_T4_Q8_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,56,0,0,4,0,4,0,0,0,0,0,0
6097703,BZE2025_CBC_FOREREEF_T4_Q9_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,8,0,64,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
6097714,BZE2025_CBC_FOREREEF_T5_Q10_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,4,0,0,0,0,4,0,4,4,0,0,0,0,0,8,0,12,0,0,8,36,0,0,0,0,0,0,0,0,0,0,0
6097705,BZE2025_CBC_FOREREEF_T5_Q1_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,8,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,28,0,0,24,0,0,0,0,0,0,0,0
6097706,BZE2025_CBC_FOREREEF_T5_Q2_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,16,0,0,0,0,0,4,0,0,0,0,0,0,8,4,0,0,0,0,24,0,0,4,0,0,0,0,0,0,0,0
6097707,BZE2025_CBC_FOREREEF_T5_Q3_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,8,4,4,0,0,8,0,16,0,4,0,0,8,20,0,0,8,0,0,0,0,0,0,0,0
6097708,BZE2025_CBC_FOREREEF_T5_Q4_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,4,0,0,0,0,28,4,0,0,0,0,0,12,0,0,0,0,0,24,0,0,4,0,0,0,4,0,0,0,0
6097709,BZE2025_CBC_FOREREEF_T5_Q5_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,64,0,0,8,0,0,0,0,0,0,0,0
6097710,BZE2025_CBC_FOREREEF_T5_Q6_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,20,4,0,0,8,0,4,0,20,0,0,0,0
6097711,BZE2025_CBC_FOREREEF_T5_Q7_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,12,0,4,0,0,0,0,12,0,0,0,4,0,0,0,4,0,8,0,0,0,4,4,12,0,0,4,0,4,0,0,0,0,0,0
6097712,BZE2025_CBC_FOREREEF_T5_Q8_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,8,0,4,0,4,8,0,0,0,0,0,0,12,0,0,0,4,0,24,0,0,4,0,4,0,0,0,0,0,0
6097713,BZE2025_CBC_FOREREEF_T5_Q9_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,4,0,0,0,0,4,0,0,0,0,16,12,0,0,0,0,0,4,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
6097724,BZE2025_CBC_FOREREEF_T6_Q10_R.JPG,Confirmed,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,40,0,0,0,0,4,4,0,0,0,0,0,8,8,0,12,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
6097715,BZE2025_CBC_FOREREEF_T6_Q1_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,12,0,0,0,0,4,4,0,0,0,0,0,0,4,0,16,0,8,16,4,0,0,4,0,0,0,0,0,0,0,0
6097716,BZE2025_CBC_FOREREEF_T6_Q2_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0
6097717,BZE2025_CBC_FOREREEF_T6_Q3_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,0,0,4,0,0,0,0
6097718,BZE2025_CBC_FOREREEF_T6_Q4_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,8,0,0,8,0,0,0,0,0,0,0,0,0,4,0,8,0,8,12,0,0,0,16,0,0,0,0,0,0,0,0
6097719,BZE2025_CBC_FOREREEF_T6_Q5_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,16,0,0,0,0,0,0,12,0,4,0,16,0,20,0,0,8,0,0,0,0,0,0,0,0
6097720,BZE2025_CBC_FOREREEF_T6_Q6_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,8,4,0,4,4,8,0,0,4,4,8,0,0,0,0,0,0,0,4,0,0,0,4,4,4,0,0,12,0,0,0,0,0,0,0,0
6097721,BZE2025_CBC_FOREREEF_T6_Q7_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,20,4,0,0,16,0,0,0,24,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0
6097722,BZE2025_CBC_FOREREEF_T6_Q8_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,76,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0
6097723,BZE2025_CBC_FOREREEF_T6_Q9_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,0,0,20,0,8,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0
ALL IMAGES,,,,0.089,1.467,0.133,0.267,0.2,0,0,0.089,0.333,0,0.089,0.8,1.844,0.067,2.044,0,0.533,0,0.533,0,1.244,0,0.044,0.178,2.733,2,1.067,0,0.733,1.356,4.644,1.111,0,0.6,5.622,1.733,4.822,0.6,0.422,0,0,1.311,1.067,2.556,2.467,10.644,0.178,5.311,6.578,17.8,1.956,0.267,3.067,0,7.022,0.156,1.111,0,0.044,0,1.067
